pos_0,pos_1,pos_2,pos_3,avg_guesses
3,3,1,0,3.00
3,3,1,1,2.00
3,3,1,2,4.00
3,3,1,3,3.00
3,3,2,0,3.00
3,3,2,1,4.00
3,3,2,2,4.00
3,3,2,3,3.00
3,3,3,0,4.00
3,3,3,1,6.00
3,3,3,2,4.00
3,3,3,3,3.00
